skill,level,type,question,option_a,option_b,option_c,option_d,correct_answer,explanation
HTML,BASIC,Fill in the Blank,"The <font> element specified ____ (deprecated).",,,,,font,"<font> set font face, size, color (use CSS instead)."
HTML,BASIC,Fill in the Blank,"The <strike> element struck through ____ (deprecated).",,,,,text,"<strike> drew line through text (use <s> or <del>)."
HTML,BASIC,Fill in the Blank,"The <tt> element created ____ text (deprecated).",,,,,teletype,"<tt> made monospaced typewriter text (use <code> or CSS)."
HTML,BASIC,Fill in the Blank,"The <big> element increased text ____ (deprecated).",,,,,size,"<big> made text larger (use CSS font-size)."
HTML,BASIC,Fill in the Blank,"The <acronym> element defined ____ (deprecated, use <abbr>).",,,,,acronym,"<acronym> marked acronyms before <abbr> became standard."
HTML,BASIC,Fill in the Blank,"The <dir> element defined ____ list (deprecated).",,,,,directory,"<dir> created directory lists (use <ul>)."
HTML,BASIC,Fill in the Blank,"The <listing> element displayed text in ____ (deprecated).",,,,,monospace,"<listing> showed preformatted monospace text (use <pre>)."
HTML,BASIC,Fill in the Blank,"The <plaintext> element displayed ____ text (deprecated).",,,,,unformatted,"<plaintext> showed raw text ignoring HTML (use <pre>)."
HTML,BASIC,Fill in the Blank,"The <xmp> element displayed ____ text (deprecated).",,,,,example,"<xmp> showed example code/text (use <pre> or <code>)."
HTML,BASIC,Fill in the Blank,"The <nextid> element generated next ____ (deprecated).",,,,,ID,"<nextid> helped generate unique IDs in early HTML editors."
HTML,BASIC,Fill in the Blank,"The <noembed> element provided fallback for no ____ (deprecated).",,,,,embed,"<noembed> showed content if <embed> wasn't supported."
HTML,BASIC,Fill in the Blank,"The <noframes> element provided content for no ____ (deprecated).",,,,,frames,"<noframes> gave alternative for browsers without frame support."
HTML,BASIC,Fill in the Blank,"The <frameset> element defined set of ____ (deprecated).",,,,,frames,"<frameset> divided window into multiple frames."
HTML,BASIC,Fill in the Blank,"The <frame> element defined individual ____ (deprecated).",,,,,frame,"<frame> held one document within a frameset."
HTML,BASIC,Fill in the Blank,"The <nobr> element prevented line ____ (deprecated).",,,,,breaks,"<nobr> kept text on one line (use CSS white-space)."
HTML,BASIC,Fill in the Blank,"The <rb> element defined ruby ____ text (deprecated).",,,,,base,"<rb> marked base text in ruby annotations."
HTML,BASIC,Fill in the Blank,"The <rtc> element defined ruby text ____ (deprecated).",,,,,container,"<rtc> grouped ruby text annotations."
HTML,BASIC,Fill in the Blank,"The <blink> element created ____ text (deprecated, non-standard).",,,,,blinking,"<blink> made text flash on/off (annoying, non-standard)."
HTML,BASIC,Fill in the Blank,"The <marquee> element created ____ text (deprecated, non-standard).",,,,,scrolling,"<marquee> made text scroll horizontally (non-standard)."
HTML,BASIC,Fill in the Blank,"The <spacer> element inserted ____ (deprecated, non-standard).",,,,,space,"<spacer> added horizontal or vertical whitespace."
HTML,BASIC,Fill in the Blank,"The <bgsound> element played background ____ (deprecated, IE only).",,,,,sound,"<bgsound> played audio in Internet Explorer."
HTML,BASIC,Fill in the Blank,"The <image> element was an early name for <____> (deprecated).",,,,,img,"<image> was renamed to <img> in early HTML."
HTML,BASIC,Fill in the Blank,"HTML stands for HyperText ____ Language.",,,,,Markup,"HTML is a markup language for creating web pages."
HTML,BASIC,Fill in the Blank,"CSS stands for Cascading Style ____.",,,,,Sheets,"CSS controls the visual presentation of HTML documents."
HTML,BASIC,Fill in the Blank,"JavaScript is a ____ language for web interactivity.",,,,,programming,"JavaScript adds dynamic behavior to web pages."
HTML,BASIC,Fill in the Blank,"The DOM stands for Document Object ____.",,,,,Model,"DOM represents the page structure as objects JavaScript can manipulate."
HTML,BASIC,Fill in the Blank,"HTTP stands for HyperText Transfer ____.",,,,,Protocol,"HTTP is the protocol for transferring web pages."
HTML,BASIC,Fill in the Blank,"URL stands for Uniform Resource ____.",,,,,Locator,"URL specifies the address of a resource on the web."
HTML,BASIC,Fill in the Blank,"SEO stands for Search Engine ____.",,,,,Optimization,"SEO improves website visibility in search results."
HTML,BASIC,Fill in the Blank,"API stands for Application Programming ____.",,,,,Interface,"APIs allow different software components to communicate."
HTML,BASIC,Fill in the Blank,"XML stands for eXtensible ____ Language.",,,,,Markup,"XML is a markup language for structured data."
HTML,BASIC,Fill in the Blank,"XHTML stands for eXtensible HyperText ____ Language.",,,,,Markup,"XHTML is XML-based version of HTML with stricter syntax."
HTML,BASIC,Fill in the Blank,"SVG stands for Scalable ____ Graphics.",,,,,Vector,"SVG creates resolution-independent vector images."
HTML,BASIC,Fill in the Blank,"Canvas provides ____-based drawing in HTML.",,,,,pixel,"Canvas creates bitmap graphics that can be manipulated."
HTML,BASIC,Fill in the Blank,"WebGL provides 3D ____ in the browser.",,,,,graphics,"WebGL renders interactive 3D graphics using JavaScript."
HTML,BASIC,Fill in the Blank,"WebSocket provides full-duplex ____ channels.",,,,,communication,"WebSocket enables two-way communication between client and server."
HTML,BASIC,Fill in the Blank,"WebRTC enables real-time ____ in browsers.",,,,,communication,"WebRTC supports video, voice, and data sharing peer-to-peer."
HTML,BASIC,Fill in the Blank,"WebAssembly is a low-level ____ format for the web.",,,,,binary,"WebAssembly runs compiled code at near-native speed in browsers."
HTML,BASIC,Fill in the Blank,"Web Components are a set of ____ for creating reusable elements.",,,,,technologies,"Web Components includes Custom Elements, Shadow DOM, HTML Templates."
HTML,BASIC,Fill in the Blank,"Custom Elements allow defining new HTML ____.",,,,,elements,"Custom Elements let developers create their own HTML tags."
HTML,BASIC,Fill in the Blank,"Shadow DOM provides encapsulation for component ____ and styles.",,,,,structure,"Shadow DOM keeps component markup and CSS separate from page."
HTML,BASIC,Fill in the Blank,"HTML Templates define reusable ____ with <template>.",,,,,content,"<template> holds HTML that can be cloned and inserted later."
HTML,BASIC,Fill in the Blank,"The <slot> element defines ____ points in web components.",,,,,insertion,"<slot> lets users fill template parts with their own content."
HTML,BASIC,Fill in the Blank,"ARIA stands for Accessible Rich ____ Applications.",,,,,Internet,"ARIA makes web content more accessible to people with disabilities."
HTML,BASIC,Fill in the Blank,"WCAG stands for Web Content Accessibility ____.",,,,,Guidelines,"WCAG provides standards for making web content accessible."
HTML,BASIC,Fill in the Blank,"The alt attribute is important for ____ accessibility.",,,,,screen,"alt text is read by screen readers for visually impaired users."
HTML,BASIC,Fill in the Blank,"The title attribute provides ____ text on hover.",,,,,tooltip,"title shows additional information when mouse hovers over element."
HTML,BASIC,Fill in the Blank,"The lang attribute helps with ____ and translation tools.",,,,,screen,"lang attribute assists screen readers and translation software."
HTML,BASIC,Fill in the Blank,"The tabindex attribute controls keyboard ____ order.",,,,,navigation,"tabindex sets the sequence when users tab through elements."
HTML,BASIC,Fill in the Blank,"The accesskey attribute provides keyboard ____ for power users.",,,,,shortcuts,"accesskey lets users activate elements with keyboard combinations."
HTML,BASIC,Fill in the Blank,"The contenteditable attribute makes elements ____ in the browser.",,,,,editable,"contenteditable turns elements into rich text editors."
HTML,BASIC,Fill in the Blank,"The spellcheck attribute helps users avoid ____ errors.",,,,,spelling,"spellcheck underlines misspelled words in editable content."
HTML,BASIC,Fill in the Blank,"The translate attribute hints whether content should be ____.",,,,,translated,"translate='no' tells tools not to translate certain content."
HTML,BASIC,Fill in the Blank,"The draggable attribute enables ____ and drop interactions.",,,,,drag,"draggable='true' makes elements movable with mouse."
HTML,BASIC,Fill in the Blank,"The hidden attribute removes elements from ____ but not DOM.",,,,,display,"hidden='true' hides elements visually but they remain in code."
HTML,BASIC,Fill in the Blank,"The inert attribute makes elements ____ and unfocusable.",,,,,inactive,"inert prevents interaction with elements and their children."
HTML,BASIC,Fill in the Blank,"The popover attribute creates ____ UI elements.",,,,,popover,"popover enables built-in popover functionality without JavaScript."
HTML,BASIC,Fill in the Blank,"The inert attribute is useful for modal ____.",,,,,dialogs,"inert can disable background content when modal is open."
HTML,BASIC,Fill in the Blank,"The popovertarget attribute associates button with ____ element.",,,,,popover,"popovertarget links a button to show/hide a specific popover."
HTML,BASIC,Fill in the Blank,"The popovertargetaction attribute controls popover ____ (show/hide/toggle).",,,,,action,"popovertargetaction decides what clicking the button does."
HTML,BASIC,Fill in the Blank,"The <dialog> element creates native modal ____.",,,,,dialogs,"<dialog> provides built-in dialog boxes with showModal() method."
HTML,BASIC,Fill in the Blank,"The <search> element defines a ____ section.",,,,,search,"<search> marks up search forms or search results areas."
HTML,BASIC,Fill in the Blank,"The <meter> element shows a ____ measurement.",,,,,scalar,"<meter> displays values like disk usage within a known range."
HTML,BASIC,Fill in the Blank,"The low, high, and optimum attributes fine-tune <____> display.",,,,,meter,"These attributes customize color zones in meter displays."
HTML,BASIC,Fill in the Blank,"The <progress> element shows task ____.",,,,,completion,"<progress> indicates how much of a task is finished."
HTML,BASIC,Fill in the Blank,"The max attribute sets ____ value for <progress>.",,,,,maximum,"max defines what value represents 100% completion."
HTML,BASIC,Fill in the Blank,"The value attribute sets ____ value for <progress>.",,,,,current,"value shows how much progress has been made toward max."
HTML,BASIC,Fill in the Blank,"The <output> element displays calculation ____.",,,,,results,"<output> shows results from scripts or form calculations."
HTML,BASIC,Fill in the Blank,"The for attribute links <output> with contributing ____.",,,,,elements,"for='element-id' connects output to input elements."
HTML,BASIC,Fill in the Blank,"The <details> element creates disclosure ____ without JavaScript.",,,,,widgets,"<details> provides native expand/collapse functionality."
HTML,BASIC,Fill in the Blank,"The open attribute makes <details> ____ by default.",,,,,expanded,"open='true' shows the details content initially."
HTML,BASIC,Fill in the Blank,"The <summary> element provides ____ for <details>.",,,,,summary,"<summary> gives the clickable heading for details sections."
HTML,BASIC,Fill in the Blank,"The <template> element holds inert ____ for later use.",,,,,HTML,"<template> content isn't rendered until cloned via JavaScript."
HTML,BASIC,Fill in the Blank,"The <slot> element creates ____ in Shadow DOM.",,,,,placeholders,"<slot> lets users insert their content into web components."
HTML,BASIC,Fill in the Blank,"The name attribute identifies specific ____ in web components.",,,,,slots,"name='slotname' matches slot with slot='slotname' in light DOM."
HTML,BASIC,Fill in the Blank,"The <canvas> element creates ____ drawing surface.",,,,,bitmap,"<canvas> provides pixel-based drawing via JavaScript API."
HTML,BASIC,Fill in the Blank,"The getContext() method gets canvas ____ context.",,,,,drawing,"getContext('2d') returns 2D drawing methods for canvas."
HTML,BASIC,Fill in the Blank,"The <svg> element creates ____ vector graphics.",,,,,resolution-independent,"SVG graphics scale smoothly at any size without pixelation."
HTML,BASIC,Fill in the Blank,"SVG uses ____ commands for paths (M, L, C, Z, etc.).",,,,,path,"Path commands define shapes with lines, curves, and moves."
HTML,BASIC,Fill in the Blank,"The viewBox attribute defines SVG ____ and aspect ratio.",,,,,viewbox,"viewBox='x y width height' sets coordinate system for SVG."
HTML,BASIC,Fill in the Blank,"The preserveAspectRatio attribute controls SVG ____.",,,,,scaling,"preserveAspectRatio decides how SVG fits its container."
HTML,BASIC,Fill in the Blank,"The <audio> element embeds ____ files.",,,,,sound,"<audio> plays MP3, WAV, OGG, and other audio formats."
HTML,BASIC,Fill in the Blank,"The <video> element embeds ____ files.",,,,,video,"<video> plays MP4, WebM, OGG, and other video formats."
HTML,BASIC,Fill in the Blank,"The <source> element provides alternative ____ for media.",,,,,formats,"<source> lets browsers choose compatible audio/video formats."
HTML,BASIC,Fill in the Blank,"The <track> element adds ____ to media.",,,,,subtitles,"<track> provides subtitles, captions, descriptions, chapters."
HTML,BASIC,Fill in the Blank,"The <picture> element provides ____ images.",,,,,responsive,"<picture> serves different images based on device capabilities."
HTML,BASIC,Fill in the Blank,"The srcset attribute provides multiple ____ for images.",,,,,resolutions,"srcset gives browsers choice of image files for different pixel densities."
HTML,BASIC,Fill in the Blank,"The sizes attribute tells browser image ____ for layout.",,,,,dimensions,"sizes='(max-width: 600px) 100vw, 50vw' helps pick right image."
HTML,BASIC,Fill in the Blank,"The <iframe> element embeds other ____ pages.",,,,,web,"<iframe> displays complete web pages within current page."
HTML,BASIC,Fill in the Blank,"The sandbox attribute restricts iframe ____ for security.",,,,,capabilities,"sandbox='allow-scripts' limits what iframe content can do."
HTML,BASIC,Fill in the Blank,"The allow attribute sets iframe ____ policy.",,,,,permissions,"allow='camera; microphone' grants access to device features."
HTML,BASIC,Fill in the Blank,"The loading='lazy' attribute defers offscreen ____ loading.",,,,,resource,"Lazy loading improves performance by loading images/iframes when needed."
HTML,BASIC,Fill in the Blank,"The decoding='async' attribute lets browser decode images ____.",,,,,asynchronously,"Async decoding doesn't block page rendering."
HTML,BASIC,Fill in the Blank,"The fetchpriority='high' hints browser to load resource ____.",,,,,early,"High priority fetches important resources sooner."
HTML,BASIC,Fill in the Blank,"The <object> element embeds ____ like PDFs or Flash.",,,,,objects,"<object> can display PDFs, Flash, Java, or other plug-in content."
HTML,BASIC,Fill in the Blank,"The <embed> element is simpler alternative to <____>.",,,,,object,"<embed> is self-closing tag for plug-in content."
HTML,BASIC,Fill in the Blank,"The <param> element passes ____ to <object> elements.",,,,,parameters,"<param name='autoplay' value='true'> sets object properties."
HTML,BASIC,Fill in the Blank,"The <map> and <area> create image ____ with clickable zones.",,,,,maps,"Image maps make parts of an image into hyperlinks."
HTML,BASIC,Fill in the Blank,"The shape='rect' defines ____ clickable area.",,,,,rectangular,"rect uses x1,y1,x2,y2 coordinates for rectangle."
HTML,BASIC,Fill in the Blank,"The shape='circle' defines ____ clickable area.",,,,,circular,"circle uses x,y,radius coordinates for circle."
HTML,BASIC,Fill in the Blank,"The shape='poly' defines ____ clickable area.",,,,,polygonal,"poly uses x1,y1,x2,y2,... coordinates for polygon."
HTML,BASIC,Fill in the Blank,"The coords attribute specifies ____ for <area> shapes.",,,,,coordinates,"coords='x1,y1,x2,y2' defines shape position in pixels."
HTML,BASIC,Fill in the Blank,"The usemap attribute links <img> to <____> element.",,,,,map,"usemap='#mapname' connects image to map definition."
HTML,BASIC,Fill in the Blank,"The ismap attribute indicates ____-side image map.",,,,,server,"ismap sends click coordinates to server for processing."
HTML,BASIC,Fill in the Blank,"The download attribute forces file ____ instead of navigation.",,,,,download,"download='filename' suggests browser save linked file."
HTML,BASIC,Fill in the Blank,"The ping attribute sends ____ to URLs when link clicked.",,,,,notifications,"ping='url1 url2' pings those URLs for tracking."
HTML,BASIC,Fill in the Blank,"The hreflang attribute specifies linked document ____.",,,,,language,"hreflang='en' indicates target page is in English."
HTML,BASIC,Fill in the Blank,"The media attribute targets specific ____ or devices.",,,,,media,"media='(max-width: 768px)' applies to mobile screens."
HTML,BASIC,Fill in the Blank,"The async attribute loads scripts without ____ page parsing.",,,,,blocking,"async lets script download in parallel with HTML parsing."
HTML,BASIC,Fill in the Blank,"The defer attribute delays script until HTML ____ completes.",,,,,parsing,"defer ensures scripts run after DOM is built."
HTML,BASIC,Fill in the Blank,"The crossorigin attribute manages ____ resource sharing.",,,,,cross-origin,"crossorigin='anonymous' handles CORS for external resources."
HTML,BASIC,Fill in the Blank,"The integrity attribute checks resource ____ with hash.",,,,,integrity,"integrity='sha256-...' verifies resource hasn't been modified."
HTML,BASIC,Fill in the Blank,"The referrerpolicy controls what ____ information is sent.",,,,,referrer,"referrerpolicy='no-referrer' hides referring page info."
HTML,BASIC,Fill in the Blank,"The <script> element embeds or references ____ code.",,,,,JavaScript,"<script> can contain inline JS or link external .js files."
HTML,BASIC,Fill in the Blank,"The <noscript> shows content when JavaScript is ____.",,,,,disabled,"<noscript> provides fallback for non-JS environments."
HTML,BASIC,Fill in the Blank,"The <style> element contains ____ rules.",,,,,CSS,"<style> holds CSS for styling the document."
HTML,BASIC,Fill in the Blank,"The scoped attribute limited styles to parent ____ (deprecated).",,,,,element,"scoped made CSS apply only within parent element's subtree."
HTML,BASIC,Fill in the Blank,"The <link> element links external ____ like stylesheets.",,,,,resources,"<link rel='stylesheet' href='style.css'> imports CSS."
HTML,BASIC,Fill in the Blank,"The rel attribute defines ____ with linked resource.",,,,,relationship,"rel='stylesheet' means linked file is a style sheet."
HTML,BASIC,Fill in the Blank,"The <meta> element provides document ____.",,,,,metadata,"<meta> gives info about charset, viewport, description, etc."
HTML,BASIC,Fill in the Blank,"The name attribute in <meta> specifies metadata ____.",,,,,type,"name='description' provides page description for SEO."
HTML,BASIC,Fill in the Blank,"The http-equiv attribute simulates ____ headers.",,,,,HTTP,"http-equiv='refresh' refreshes page after specified seconds."
HTML,BASIC,Fill in the Blank,"The viewport meta tag controls mobile ____ scaling.",,,,,browser,"<meta name='viewport' content='width=device-width'> sets mobile view."
HTML,BASIC,Fill in the Blank,"The <base> element sets base ____ for relative URLs.",,,,,URL,"<base href='https://example.com/'> makes all relative links start from there."
HTML,BASIC,Fill in the Blank,"The target attribute in <base> sets default ____ target.",,,,,link,"<base target='_blank'> makes all links open in new tabs."
HTML,BASIC,Fill in the Blank,"HTML comments use <!-- and ____ --> syntax.",,,,,,,"Comments are hidden from display but visible in source code."
HTML,BASIC,Fill in the Blank,"The ____ character references start with & and end with ;.",,,,,entity,"Entity references like &amp; display special characters."
HTML,BASIC,Fill in the Blank,"The ____ element represents a scalar measurement.",,,,,meter,"<meter> shows values like disk usage within known range."
HTML,BASIC,Fill in the Blank,"The ____ element shows progress of a task.",,,,,progress,"<progress> displays loading or completion percentage."
HTML,BASIC,Fill in the Blank,"The ____ element defines a dialog box.",,,,,dialog,"<dialog> creates modal or non-modal dialog windows."
HTML,BASIC,Fill in the Blank,"The ____ element holds content for client-side templating.",,,,,template,"<template> contains HTML that can be cloned and inserted."
HTML,BASIC,Fill in the Blank,"The ____ element defines insertion point in web component.",,,,,slot,"<slot> is placeholder for user content in custom elements."
HTML,BASIC,Fill in the Blank,"The ____ attribute makes content editable in browser.",,,,,contenteditable,"contenteditable='true' turns element into rich text editor."
HTML,BASIC,Fill in the Blank,"The ____ attribute hides element from display.",,,,,hidden,"hidden='true' visually hides element but keeps in DOM."
HTML,BASIC,Fill in the Blank,"The ____ attribute enables drag-and-drop functionality.",,,,,draggable,"draggable='true' allows element to be dragged."
HTML,BASIC,Fill in the Blank,"The ____ attribute enables spell checking.",,,,,spellcheck,"spellcheck='true' underlines misspelled words."
HTML,BASIC,Fill in the Blank,"The ____ attribute controls text direction.",,,,,dir,"dir='rtl' makes text right-to-left for Arabic/Hebrew."
HTML,BASIC,Fill in the Blank,"The ____ attribute provides keyboard shortcut.",,,,,accesskey,"accesskey='s' activates element with Alt+S or Ctrl+Alt+S."
HTML,BASIC,Fill in the Blank,"The ____ attribute controls text capitalization on mobile.",,,,,autocapitalize,"autocapitalize='words' capitalizes first letter of each word."
HTML,BASIC,Fill in the Blank,"The ____ attribute hints virtual keyboard type.",,,,,inputmode,"inputmode='numeric' shows number pad on mobile."
HTML,BASIC,Fill in the Blank,"The ____ attribute creates customized built-in element.",,,,,is,"is='my-button' extends native button with custom behavior."
HTML,BASIC,Fill in the Blank,"The ____ attribute defines microdata item scope.",,,,,itemscope,"itemscope marks element as containing microdata item."
HTML,BASIC,Fill in the Blank,"The ____ attribute specifies microdata vocabulary.",,,,,itemtype,"itemtype='http://schema.org/Person' uses Schema.org vocabulary."
HTML,BASIC,Fill in the Blank,"The ____ attribute defines microdata property.",,,,,itemprop,"itemprop='name' marks element as containing name property."
HTML,BASIC,Fill in the Blank,"The ____ attributes store custom data.",,,,,data-*,"data-user-id='123' stores custom data on element."
HTML,BASIC,Fill in the Blank,"The ____ attribute defines ARIA role for accessibility.",,,,,role,"role='button' tells screen reader element acts as button."
HTML,BASIC,Fill in the Blank,"The ____ attribute provides accessible name.",,,,,aria-label,"aria-label='Close menu' gives screen reader label."
HTML,BASIC,Fill in the Blank,"The ____ attribute references labeling elements.",,,,,aria-labelledby,"aria-labelledby='title' points to element with id='title'."
HTML,BASIC,Fill in the Blank,"The ____ attribute references descriptive elements.",,,,,aria-describedby,"aria-describedby='help' points to help text element."
HTML,BASIC,Fill in the Blank,"The ____ attribute hides from accessibility APIs.",,,,,aria-hidden,"aria-hidden='true' removes from accessibility tree."
HTML,BASIC,Fill in the Blank,"The ____ attribute announces dynamic content.",,,,,aria-live,"aria-live='polite' announces updates when user is idle."
HTML,BASIC,Fill in the Blank,"The ____ attribute indicates entire region should be announced.",,,,,aria-atomic,"aria-atomic='true' reads entire region not just changes."
HTML,BASIC,Fill in the Blank,"The ____ attribute indicates element is being updated.",,,,,aria-busy,"aria-busy='true' tells assistive tech content is changing."
HTML,BASIC,Fill in the Blank,"The ____ attribute identifies controlled elements.",,,,,aria-controls,"aria-controls='menu' points to element with id='menu'."
HTML,BASIC,Fill in the Blank,"The ____ attribute indicates current item.",,,,,aria-current,"aria-current='page' marks current page in navigation."
HTML,BASIC,Fill in the Blank,"The ____ attribute indicates disabled state.",,,,,aria-disabled,"aria-disabled='true' element exists but can't be used."
HTML,BASIC,Fill in the Blank,"The ____ attribute indicates expandable state.",,,,,aria-expanded,"aria-expanded='false' indicates content is collapsed."
HTML,BASIC,Fill in the Blank,"The ____ attribute indicates element has popup.",,,,,aria-haspopup,"aria-haspopup='menu' indicates clicking opens menu."
HTML,BASIC,Fill in the Blank,"The ____ attribute indicates invalid input.",,,,,aria-invalid,"aria-invalid='true' marks form field with error."
HTML,BASIC,Fill in the Blank,"The ____ attribute defines hierarchical level.",,,,,aria-level,"aria-level='2' indicates heading level or tree depth."
HTML,BASIC,Fill in the Blank,"The ____ attribute indicates modal dialog.",,,,,aria-modal,"aria-modal='true' tells dialog blocks other content."
HTML,BASIC,Fill in the Blank,"The ____ attribute indicates multi-line textbox.",,,,,aria-multiline,"aria-multiline='true' textbox accepts multiple lines."
HTML,BASIC,Fill in the Blank,"The ____ attribute indicates multi-select capability.",,,,,aria-multiselectable,"aria-multiselectable='true' list allows multiple selection."
HTML,BASIC,Fill in the Blank,"The ____ attribute indicates orientation.",,,,,aria-orientation,"aria-orientation='horizontal' slider is horizontal."
HTML,BASIC,Fill in the Blank,"The ____ attribute defines placeholder text.",,,,,aria-placeholder,"aria-placeholder='Enter email' accessible placeholder."
HTML,BASIC,Fill in the Blank,"The ____ attribute indicates toggle button state.",,,,,aria-pressed,"aria-pressed='true' button is currently pressed."
HTML,BASIC,Fill in the Blank,"The ____ attribute indicates read-only content.",,,,,aria-readonly,"aria-readonly='true' content can be read not edited."
HTML,BASIC,Fill in the Blank,"The ____ attribute indicates required field.",,,,,aria-required,"aria-required='true' field must be filled out."
HTML,BASIC,Fill in the Blank,"The ____ attribute indicates selected state.",,,,,aria-selected,"aria-selected='true' item is currently selected."
HTML,BASIC,Fill in the Blank,"The ____ attribute indicates sort order.",,,,,aria-sort,"aria-sort='ascending' column sorted A-Z."
HTML,BASIC,Fill in the Blank,"The ____ attribute defines maximum value.",,,,,aria-valuemax,"aria-valuemax='100' slider maximum is 100."
HTML,BASIC,Fill in the Blank,"The ____ attribute defines minimum value.",,,,,aria-valuemin,"aria-valuemin='0' slider minimum is 0."
HTML,BASIC,Fill in the Blank,"The ____ attribute defines current value.",,,,,aria-valuenow,"aria-valuenow='50' slider current value is 50."
HTML,BASIC,Fill in the Blank,"The ____ attribute defines human-readable value.",,,,,aria-valuetext,"aria-valuetext='Medium' describes current value."
HTML,BASIC,Fill in the Blank,"The ____ element creates ruby annotations.",,,,,ruby,"<ruby>漢<rt>かん</rt></ruby> adds pronunciation guides."
HTML,BASIC,Fill in the Blank,"The ____ element defines ruby text.",,,,,rt,"<rt> provides pronunciation in ruby annotations."
HTML,BASIC,Fill in the Blank,"The ____ element provides ruby parentheses.",,,,,rp,"<rp>(</rp> shows parentheses in non-supporting browsers."
HTML,BASIC,Fill in the Blank,"The ____ element isolates bidirectional text.",,,,,bdi,"<bdi> isolates text with different directionality."
HTML,BASIC,Fill in the Blank,"The ____ element overrides text direction.",,,,,bdo,"<bdo dir='rtl'> displays text right-to-left."
HTML,BASIC,Fill in the Blank,"The ____ element suggests word break opportunity.",,,,,wbr,"Word<wbr>Break suggests where word could be broken."
HTML,BASIC,Fill in the Blank,"The ____ attribute specifies translation preference.",,,,,translate,"translate='no' tells tools not to translate content."
HTML,BASIC,Fill in the Blank,"The ____ element provides autocomplete options.",,,,,datalist,"<datalist> gives suggested values for <input list='id'>."
HTML,BASIC,Fill in the Blank,"The ____ element groups options in drop-down.",,,,,optgroup,"<optgroup label='Fruits'> groups related <option> elements."
HTML,BASIC,Fill in the Blank,"The ____ attribute in <optgroup> provides group label.",,,,,label,"label='Fruits' names the option group."
HTML,BASIC,Fill in the Blank,"The ____ attribute associates element with form.",,,,,form,"form='myform' links input to form elsewhere in document."
HTML,BASIC,Fill in the Blank,"The ____ attribute overrides form action.",,,,,formaction,"formaction='/save' uses different URL for this submit button."
HTML,BASIC,Fill in the Blank,"The ____ attribute overrides form encoding.",,,,,formenctype,"formenctype='multipart/form-data' for file upload."
HTML,BASIC,Fill in the Blank,"The ____ attribute overrides form method.",,,,,formmethod,"formmethod='GET' uses GET instead of POST for this button."
HTML,BASIC,Fill in the Blank,"The ____ attribute prevents validation.",,,,,formnovalidate,"formnovalidate skips validation for this submit button."
HTML,BASIC,Fill in the Blank,"The ____ attribute overrides form target.",,,,,formtarget,"formtarget='_blank' opens response in new tab."
HTML,BASIC,Fill in the Blank,"The ____ attribute references datalist element.",,,,,list,"list='mylist' connects input to <datalist id='mylist'>."
HTML,BASIC,Fill in the Blank,"The ____ attribute specifies accepted file types.",,,,,accept,"accept='.jpg,.png' allows only image file selection."
HTML,BASIC,Fill in the Blank,"The ____ attribute specifies media capture source.",,,,,capture,"capture='environment' uses rear camera on mobile."
HTML,BASIC,Fill in the Blank,"The ____ attribute creates direction field.",,,,,dirname,"dirname='comment.dir' sends text direction with form."
HTML,BASIC,Fill in the Blank,"The ____ attribute requires minimum characters.",,,,,minlength,"minlength='3' requires at least 3 characters."
HTML,BASIC,Fill in the Blank,"The ____ attribute prevents form validation.",,,,,novalidate,"novalidate turns off browser validation for entire form."
HTML,BASIC,Fill in the Blank,"The ____ attribute specifies accepted charsets.",,,,,accept-charset,"accept-charset='UTF-8' tells server expected encoding."
HTML,BASIC,Fill in the Blank,"The ____ attribute runs script on form submit.",,,,,onsubmit,"onsubmit='return validate()' runs validation function."
HTML,BASIC,Fill in the Blank,"The ____ attribute runs script on form reset.",,,,,onreset,"onreset='clearMessages()' clears messages on reset."
HTML,BASIC,Fill in the Blank,"The ____ attribute runs script on value change.",,,,,onchange,"onchange='updateTotal()' recalculates when field changes."
HTML,BASIC,Fill in the Blank,"The ____ attribute runs script on user input.",,,,,oninput,"oninput='showPreview()' updates preview as user types."
HTML,BASIC,Fill in the Blank,"The ____ attribute runs script on invalid input.",,,,,oninvalid,"oninvalid='showError()' displays error message."
HTML,BASIC,Fill in the Blank,"The ____ attribute runs script on search input.",,,,,onsearch,"onsearch='filterResults()' filters results on search."
HTML,BASIC,Fill in the Blank,"The ____ attribute runs script on text selection.",,,,,onselect,"onselect='copyToClipboard()' copies selected text."
HTML,BASIC,Fill in the Blank,"The ____ attribute runs script on loss of focus.",,,,,onblur,"onblur='validateField(this)' validates when field loses focus."
HTML,BASIC,Fill in the Blank,"The ____ attribute runs script on gaining focus.",,,,,onfocus,"onfocus='showHint()' displays hint when field focused."
HTML,BASIC,Fill in the Blank,"The ____ attribute runs script when element loads.",,,,,onload,"onload='init()' initializes when element loads."
HTML,BASIC,Fill in the Blank,"The ____ attribute runs script when page unloads.",,,,,onunload,"onunload='saveState()' saves user data before leaving."
HTML,BASIC,Fill in the Blank,"The ____ attribute runs script before page unloads.",,,,,onbeforeunload,"onbeforeunload='return confirmExit()' warns user."
HTML,BASIC,Fill in the Blank,"The ____ attribute runs script on error.",,,,,onerror,"onerror='handleError()' handles loading errors."
HTML,BASIC,Fill in the Blank,"The ____ attribute runs script on window resize.",,,,,onresize,"onresize='adjustLayout()' adjusts layout on resize."
